pos1_est	pos2_est	vel_est	yaw_angle_est	yaw_rate_est	px_measured	py_measured	px_gt	py_gt	vx_gt	vy_gt	rmse_x	rmse_y	rmse_vx	rmse_vy	NIS
-12.409	10.757	4.11872	-0.361012	-3.14334	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	0.0966268	0.122198	0.862599	0.976611	2.69339	
-12.2154	10.7112	3.8063	-0.465141	-2.84652	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.0965503	0.122109	0.865436	0.980204	0.639727	
-11.927	10.8746	3.88159	-0.102564	-0.565349	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	0.096453	0.122034	0.866582	0.979758	3.24469	
-11.6491	10.8641	4.89069	-0.0721421	-0.325006	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	0.0963529	0.121931	0.865786	0.979199	3.75032	
-11.4262	10.907	4.91015	-0.0178212	-0.0306518	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.096265	0.121859	0.864974	0.978322	0.139724	
-11.2022	10.7922	5.48463	-0.306933	-1.53909	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	0.0962151	0.121752	0.864082	0.981119	1.08988	
-10.7684	10.7923	6.94974	-0.160384	-0.484448	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	0.0962383	0.121656	0.866552	0.981949	2.89106	
-10.4961	10.7985	5.89939	-0.0804487	0.272948	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.0962934	0.121564	0.866235	0.981398	0.652889	
-10.3113	10.7972	5.22111	-0.121889	0.0370353	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	0.0962167	0.121483	0.865345	0.981055	1.1334	
-10.0424	10.861	5.11171	0.043592	0.916381	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	0.0961506	0.121361	0.864466	0.980057	1.22199	
-9.77516	11.0112	5.44087	0.257155	1.66796	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	0.0960943	0.121374	0.863588	0.980726	0.899948	
-9.63664	10.8893	4.43102	-0.0804934	-0.607324	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	0.0960321	0.12125	0.863418	0.97994	4.52081	
-9.31716	10.9615	5.34592	-0.0370261	-0.444441	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.0959343	0.121165	0.862564	0.979022	0.538473	
-9.1062	10.904	4.80504	-0.122323	-0.691194	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	0.0958602	0.121042	0.861902	0.978467	2.67511	
-8.7852	10.9824	5.43692	0.00276567	0.11183	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	0.0957651	0.120976	0.861095	0.977475	0.681672	
-8.62438	10.8644	4.43004	-0.217066	-0.909607	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	0.0957443	0.120866	0.861116	0.977504	6.52229	
-8.58643	10.7257	3.10324	-0.49043	-1.86582	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	0.0966363	0.121009	0.867328	0.978806	0.862067	
-8.36218	10.7069	3.62839	-0.43756	-1.19625	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	0.0977557	0.121214	0.870698	0.98031	2.55544	
-7.78724	10.9056	5.07532	0.386455	2.79705	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	0.0976651	0.121092	0.870109	0.983033	9.73931	
-7.54768	10.8448	5.36447	-0.00488496	-0.11551	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	0.0975905	0.121001	0.869266	0.982046	2.56758	
-7.20102	10.8491	6.13359	-0.00981895	-0.119474	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.0975082	0.120907	0.869399	0.981066	0.294605	
